"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",0.151325292596334,0.0854882134430089,0.101215252463231,0.0774638796389561,0.0820869230626542,0.0555602449522607,0.0846117367897531,0.0854882134430089,0.0632216010389544,0.0774638796389561,0.0733338021651586,0.0627409607677239
"2",0.151325292596334,0.0854882134430089,0.101215252463231,0.077463879638956,0.0820869230626542,0.0555602449522607,0.0846117367897531,0.0854882134430089,0.0632216010389544,0.0774638796389561,0.0733338021651586,0.0627409607677239
"3",0.151325292596334,0.0854882134430089,0.101215252463231,0.077463879638956,0.0820869230626542,0.0555602449522607,0.0846117367897531,0.0854882134430089,0.0632216010389544,0.0774638796389561,0.0733338021651585,0.0627409607677239
"4",0.151325292596334,0.0854882134430089,0.101215252463231,0.077463879638956,0.0820869230626542,0.0555602449522607,0.0846117367897531,0.0854882134430089,0.0632216010389544,0.0774638796389561,0.0733338021651586,0.0627409607677239
"5",0.151325292596334,0.0854882134430089,0.101215252463231,0.077463879638956,0.0820869230626542,0.0555602449522607,0.0846117367897531,0.0854882134430089,0.0632216010389544,0.0774638796389561,0.0733338021651585,0.0627409607677239
"6",0.0165637559052732,0.00935736436357104,0.0110788137721545,0.00847903725676467,0.00898506610029635,0.00608151036510026,0.00926142702823128,0.899899417043042,0.00692010667604139,0.00847903725676467,0.00802696745420804,0.00686749677855291
"7",0.00653331563241674,0.00369086668653909,0.00436986560416574,0.00334442423410917,0.00354401943297628,0.00239875707926635,0.00365302569828183,0.00369086668653909,0.00272952833784391,0.00334442423410917,0.0031661123388556,0.959534794034897
"8",0.151325292596334,0.0854882134430089,0.101215252463231,0.077463879638956,0.0820869230626542,0.0555602449522607,0.0846117367897531,0.0854882134430089,0.0632216010389544,0.0774638796389561,0.0733338021651586,0.0627409607677239
"9",0.151325292596334,0.0854882134430089,0.101215252463231,0.0774638796389561,0.0820869230626542,0.0555602449522607,0.0846117367897531,0.0854882134430089,0.0632216010389544,0.0774638796389561,0.0733338021651585,0.0627409607677239
"10",0.000735383079648415,0.000415440040436994,0.995632249677205,0.000376444845359511,0.000398911069292983,0.000270001553197087,0.00041118069892539,0.000415440040436994,0.000307232815312303,0.000376444845359511,0.000356374247511935,0.000304897087313393
"11",0.151325292596334,0.0854882134430089,0.101215252463231,0.077463879638956,0.0820869230626542,0.0555602449522607,0.0846117367897531,0.0854882134430089,0.0632216010389544,0.0774638796389561,0.0733338021651585,0.0627409607677239
"12",0.00837885871486586,0.00473346953397942,0.00560427332158642,0.00428916337688225,0.00454514059665335,0.0030763624152385,0.00468493915337676,0.00473346953397942,0.00350057055066186,0.00428916337688225,0.948690631854835,0.00347395757105865
"13",0.00090234300748883,0.000509760730010844,0.000603540054305674,0.1379301974001,0.000489479053772232,0.856900081098528,0.000504534355980943,0.000509760730010844,0.000376986349346937,0.000461912142549935,0.00043728475564767,0.000374120322257736
"14",0.00125832273918823,0.000710864397235081,0.000841640227763532,0.000644139254866374,0.000682581478003599,0.000462002870893451,0.000703576187285265,0.992395514612683,0.000525709726578318,0.000644139254866374,0.000609796216034448,0.000521713034602494
"15",0.0140352126255224,0.0079289141429206,0.0093875753675681,0.00718466822615588,0.00761344914119901,0.00515313625403806,0.915098998398535,0.0079289141429206,0.00586371648706905,0.00718466822615588,0.00680160922451723,0.00581913776339789
"16",0.151325292596334,0.0854882134430089,0.101215252463231,0.0774638796389561,0.0820869230626542,0.0555602449522607,0.0846117367897531,0.0854882134430089,0.0632216010389544,0.0774638796389561,0.0733338021651586,0.0627409607677239
"17",0.151325292596334,0.0854882134430089,0.101215252463231,0.077463879638956,0.0820869230626542,0.0555602449522607,0.0846117367897531,0.0854882134430089,0.0632216010389544,0.0774638796389561,0.0733338021651585,0.0627409607677239
"18",0.000381040285423972,0.997697239990787,0.000254862145158565,0.000195055686337997,0.000206696607399305,0.000139901871204762,0.000213054141732858,0.000215261128472444,0.00015919332777439,0.000195055686337997,0.000184656063958697,0.000157983065411809
"19",0.00062391033334443,0.00035246573015739,0.000417307912117033,0.000319381605932971,0.996215467725274,0.000229073477104269,0.000348852039203821,0.00035246573015739,0.000260661053430127,0.000319381605932971,0.000302353401531681,0.000258679385813979
"20",0.151325292596334,0.0854882134430089,0.101215252463231,0.077463879638956,0.0820869230626542,0.0555602449522607,0.0846117367897531,0.0854882134430089,0.0632216010389544,0.0774638796389561,0.0733338021651585,0.0627409607677239
"21",0.000543679311144284,0.000307140810357677,0.000363644687496461,0.000278311100531066,0.000294920703729991,0.00019961604028238,0.000303991817780823,0.000307140810357677,0.000227141649043342,0.996685525639382,0.000263472618229786,0.000225414811664822
"22",0.000745118509474662,0.000420939877831433,0.000498379066430642,0.000381428441633173,0.00040419208653351,0.000273575991128654,0.000416624148674342,0.000420939877831433,0.995387347928651,0.000381428441633173,0.000361092137513148,0.000308933492664446
